"href","nom","photo","bloc","groupe_id","liste","region","sexe","age","profession","siege"
"elus/Imen_Ben_Mhamed.html","Imen Ben Mhamed","/2014/uploads/images/Imen_Ben Mhamed.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Italie","Femmes","32","Représentant d'association","63"
"elus/Mohamed_Fadhel_Ben_Omrane.html","Mohamed Fadhel Ben Omrane","/2014/uploads/images/Mohamed Fadhel_Ben Omrane.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Kebili","Hommes","54","Avocat","9"
"elus/Ibrahim_Ben_Said.html","Ibrahim Ben Said","/2014/uploads/images/ben said ibrahim.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Congrès Pour la République","Kebili","Hommes","43","Enseignant du secondaire","215"
"elus/Ali_Ben_Salem.html","Ali Ben Salem","/2014/uploads/images/Ali_Ben Salem.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Bizerte","Hommes","85","Retraité","191"
"elus/Mohamed_Ben_Salem.html","Mohamed Ben Salem","/2014/uploads/images/Mohamed_Ben Salem.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Zaghouan","Hommes","64","Ingénieur ","229"
"elus/Mohamed_Ben_Souf.html","Mohamed Ben Souf","/2014/uploads/images/Mohamed_Ben Souf.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Italie","Hommes","41","Assistant social","240"
"elus/Ali_Bennour.html","Ali Bennour","/2014/uploads/images/Ali_Bennour.thumb50.png","Afek Tounes et l'appel des tunisiens à l'étranger","Afek_Tounes_et_lappel_des_tunisiens_à_létranger","Afek Tounes","Monastir","Hommes","63","Artiste","116"
"elus/Mohamed_Kamel_Besbes.html","Mohamed Kamel Besbes","/2014/uploads/images/Mohamed Kamel_Besbes.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Monastir","Hommes","59","Cadre supérieur dans la fonction publique","233"
"elus/Slim_Besbes.html","Slim Besbes","/2014/uploads/images/Slim_Besbes.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Sfax 1","Hommes","54","Enseignant universitaire","138"
"elus/Noureddine_Bhiri.html","Noureddine Bhiri","/2014/uploads/images/Noureddine_Bhiri.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Ben Arous","Hommes","59","Avocat","5"
"elus/Nozha_Biaoui.html","Nozha Biaoui","/2014/uploads/images/dsc_0108.thumb50.png","Afek Tounes et l'appel des tunisiens à l'étranger","Afek_Tounes_et_lappel_des_tunisiens_à_létranger","Front National du Salut","Sidi Bouzid","Femmes","0","","163"
"elus/Sameh_Bouhaouel.html","Sameh Bouhaouel","/2014/uploads/images/Sameh_Bouhaouel.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","Monastir","Femmes","45","Avocat","151"
"elus/Meriem_Boujbel.html","Meriem Boujbel","/2014/uploads/images/boujbel.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","Nabeul 2","Femmes","39","Fonctionnaire dans le secteur privé","254"
"elus/Houssem_Bounenni.html","Houssem Bounenni","/2014/uploads/images/Houssem_Bounenni.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Nabeul 1","Hommes","43","Fonctionnaire dans le secteur privé","103"
"elus/Heger_Bouzemmi.html","Heger Bouzemmi","/2014/uploads/images/Heger_Bouzemmi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Medenine","Femmes","29","Etudiant","274"
"elus/Monia_Brahim.html","Monia Brahim","/2014/uploads/images/Monia_Brahim.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Sousse","Femmes","51","Etudiant","236"
"elus/Zeineb_Brahmi.html","Zeineb Brahmi","/2014/uploads/images/Zeineb_Brahmi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Gafsa","Femmes","32","Avocat","135"
"elus/Fathi_Chamkhi.html","Fathi Chamkhi","/2014/uploads/images/Fathi_Chamkhi.thumb50.png","Front Populaire","Front_Populaire","Front Populaire","Nabeul 2","Hommes","62","Enseignant universitaire","155"
"elus/Naceur_Channoufi.html","Naceur Channoufi","/2014/uploads/images/channoufi naceur.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Parti l'initiative","Zaghouan","Hommes","50","Instituteur enseignement de base","80"
"elus/Ghazi_Chaouachi.html","Ghazi Chaouachi","/2014/uploads/images/Ghazi_Chaouachi.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Courant Démocratique","Ben Arous","Hommes","54","Avocat","213"
"elus/Ridha_Charfeddine.html","Ridha Charfeddine","/2014/uploads/images/Ridha_Charfeddine.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Sousse","Hommes","65","Chef d'entreprise","106"
"elus/Abderraouf_Chebbi.html","Abderraouf Chebbi","/2014/uploads/images/Abderraouf Chebbi.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Tozeur","Hommes","38","Retraité","115"
"elus/Abderraouf_Cherif.html","Abderraouf Cherif","/2014/uploads/images/Abderraouf_Cherif.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","Tozeur","Hommes","65","Médecin ","12"
"elus/Abdennaceur_Chouikh.html","Abdennaceur Chouikh","/2014/uploads/images/Abdennaceur_Chouikh.thumb50.png","Aucun bloc","Aucun_bloc","Mouvement Nidaa Tounes","Tunis 1","Hommes","60","Cadre supérieur dans le secteur privé","149"
"elus/Abderrazak_Chraiet.html","Abderrazak Chraiet","/2014/uploads/images/chraiet abderrazak.thumb50.png","Aucun bloc","Aucun_bloc","Liste indépendante ""Majd Al Jarid""","Tozeur","Hommes","80","Chef d'entreprise","272"
"elus/Imed_Daimi.html","Imed Daimi","/2014/uploads/images/Imed_Daimi.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Congrès Pour la République","Medenine","Hommes","47","Ingénieur ","217"
"elus/Sameh_Dammak.html","Sameh Dammak","/2014/uploads/images/Sameh_Dammak.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Sfax 1","Femmes","44","Chef d'entreprise","144"
"elus/Jamila_Debbech.html","Jamila Debbech","/2014/uploads/images/Jamila_Debbech.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Ariana","Femmes","49","Cadre dans la fonction publique","98"
"elus/Sabri_Dekhil.html","Sabri Dekhil","/2014/uploads/images/dekhil sabri.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Congrès Pour la République","Gabès","Hommes","50","Médecin ","216"
"elus/Ridha_Dellai.html","Ridha Dellai","/2014/uploads/images/dellai ridha.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Mouvement du Peuple","Beja","Hommes","54","Enseignant du secondaire","265"
"elus/Kamel_Dhaouadi.html","Kamel Dhaouadi","/2014/uploads/images/Kamel Dhaouadi.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","France 2","Hommes","46","Avocat","194"
"elus/Samir_Dilou.html","Samir Dilou","/2014/uploads/images/Samir_Dilou.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Bizerte","Hommes","50","Avocat","139"
"elus/Belgacem_Dkhili.html","Belgacem Dkhili","/2014/uploads/images/Belgacem_Dkhili.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Jendouba","Hommes","53","Cadre supérieur dans la fonction publique","100"
"elus/Lamia_Dridi.html","Lamia Dridi","/2014/uploads/images/lamia dridi.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Alliance Démocratique","Bizerte","Femmes","49","","79"
"elus/Noomane_El_Euch.html","Noomane El Euch","/2014/uploads/images/noomane el euch.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Courant Démocratique","Sfax 1","Hommes","50","Chef d'entreprise","214"
"elus/Mohamed_El_Hamdi.html","Mohamed El Hamdi","/2014/uploads/images/Mohamed_El Hamdi.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Courant de l'amour","Sidi Bouzid","Hommes","63","Instituteur enseignement de base","166"
"elus/Abderraouf_El_May.html","Abderraouf El May","/2014/uploads/images/El May.thumb50.png","Aucun bloc","Aucun_bloc","Mouvement Nidaa Tounes","Pays arabes et reste du monde","Hommes","58","Cadre supérieur dans le secteur privé","200"
"elus/Bechir_Ellazzem.html","Bechir Ellazzem","/2014/uploads/images/Bechir_Ellazzem.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Bizerte","Hommes","57","Médecin ","29"
"elus/Mohamed_Ennaceur.html","Mohamed Ennaceur","/2014/uploads/images/Mohamed_Ennaceur.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Mahdia","Hommes","83","Avocat","293"
"elus/Tahar_Fdhil.html","Tahar Fdhil","/2014/uploads/images/fdhil tahar.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Union Patriotique Libre","Medenine","Hommes","53","Avocat","75"
"elus/Marouan_Felfel.html","Marouan Felfel","/2014/uploads/images/marouan felfel.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","France 1","Hommes","0","","253"
"elus/Tarek_Fetiti.html","Tarek Fetiti","/2014/uploads/images/fetiti tarek.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Kairouan","Hommes","45","Cadre supérieur dans la fonction publique","16"
"elus/Sami_Fetnassi.html","Sami Fetnassi","/2014/uploads/images/Sami_Fetnassi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Beja","Hommes","53","Cadre supérieur dans le secteur privé","136"
"elus/Chahida_Fraj.html","Chahida Fraj","/2014/uploads/images/Chahida_Fraj.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Monastir","Femmes","57","Cadre supérieur dans la fonction publique","141"
"elus/Mohamed_Frikha.html","Mohamed Frikha","/2014/uploads/images/Mohamed_Frikha.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Sfax 2","Hommes","53","Cadre supérieur dans le secteur privé","226"
"elus/Mohamed_Ghannem.html","Mohamed Ghannem","/2014/uploads/images/Mohamed_Ghannem.thumb50.png","Afek Tounes et l'appel des tunisiens à l'étranger","Afek_Tounes_et_lappel_des_tunisiens_à_létranger","Afek Tounes","France 1","Hommes","62","Médecin ","162"
"elus/Lamia_Gharbi.html","Lamia Gharbi","/2014/uploads/images/lamia gharbi.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Nabeul 1","Femmes","0","","196"
"elus/Mohamed_Jalel_Ghedira.html","Mohamed Jalel Ghedira","/2014/uploads/images/Mohamed Jalel_Ghedira.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Monastir","Hommes","59","Retraité","241"
"elus/Sabrine_Goubantini.html","Sabrine Goubantini","/2014/uploads/images/Goubantini.thumb50.png","Bloc National","Bloc_National","Mouvement Nidaa Tounes","Ariana","Femmes","29","Comptable","271"
"elus/Mahmoud_Gouiaa.html","Mahmoud Gouiaa","/2014/uploads/images/Mahmoud_Gouiaa.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Kairouan","Hommes","52","Enseignant du secondaire","234"
"elus/Mohamed_Hedi_Gueddich.html","Mohamed Hedi Gueddich","/2014/uploads/images/Mohamed Hedi_Gueddich.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Sfax 1","Hommes","69","Retraité","239"
"elus/Latifa_Habachi.html","Latifa Habachi","/2014/uploads/images/Latifa_Habachi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","La Manouba","Femmes","45","Avocat","186"
"elus/Adnane_Hajji.html","Adnane Hajji","/2014/uploads/images/hajji adnane.thumb50.png","Aucun bloc","Aucun_bloc","Liste indépendante ""Rad El Itibar""","Gafsa","Hommes","59","Instituteur enseignement de base","46"
"elus/Mourad_Hamaidi.html","Mourad Hamaidi","/2014/uploads/images/hmaidi mourad.thumb50.png","Front Populaire","Front_Populaire","Front Populaire","Le Kef","Hommes","46","Avocat","157"
"elus/Mounir_Hamdi.html","Mounir Hamdi","/2014/uploads/images/Mounir_Hamdi.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Beja","Hommes","50","Avocat","245"
"elus/Jilani_Hammami.html","Jilani Hammami","/2014/uploads/images/hammami jilani.thumb50.png","Front Populaire","Front_Populaire","Front Populaire","Siliana","Hommes","60","Fonctionnaire dans le secteur privé","15"
"elus/Hela_Hammi.html","Hela Hammi","/2014/uploads/images/Hela_Hammi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Ben Arous","Femmes","52","Cadre supérieur dans le secteur bancaire","275"
"elus/Leila_Hamrouni.html","Leila Hamrouni","/2014/uploads/images/Leila_Hamrouni.thumb50.png","Bloc National","Bloc_National","Mouvement Nidaa Tounes","Ariana","Femmes","56","Chercheur universitaire","202"
"elus/Mohamed_Kamel_Hamzaoui.html","Mohamed Kamel Hamzaoui","/2014/uploads/images/Mohamed Kamel_Hamzaoui.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Kasserine","Hommes","73","Chef d'entreprise","244"
"elus/Mongi_Harbaoui.html","Mongi Harbaoui","/2014/uploads/images/Mongi_Harbaoui.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Le Kef","Hommes","46","Comptable","67"
"elus/Kamel_Harraghi.html","Kamel Harraghi","/2014/uploads/images/harraghi kamel.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Le Kef","Hommes","62","Fonctionnaire publique","159"
"elus/Ons_Hattab.html","Ons Hattab","/2014/uploads/images/hattab ons.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Kairouan","Femmes","40","Enseignant universitaire","69"
"elus/Karim_Helali.html","Karim Helali","/2014/uploads/images/helali karim.thumb50.png","Afek Tounes et l'appel des tunisiens à l'étranger","Afek_Tounes_et_lappel_des_tunisiens_à_létranger","Afek Tounes","Ariana","Hommes","47","Magistrat","44"
"elus/Mabrouk_Hrizi.html","Mabrouk Hrizi","/2014/uploads/images/Mabrouk_Hrizi.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Congrès Pour la République","Kasserine","Hommes","41","Non catégorisé","218"
"elus/Zohra_Idriss.html","Zohra Idriss","/2014/uploads/images/Zohra_Idriss.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Sousse","Femmes","58","Chef d'entreprise","64"
"elus/Riadh_Jaidane.html","Riadh Jaidane","/2014/uploads/images/jaidane riadh.thumb50.png","Afek Tounes et l'appel des tunisiens à l'étranger","Afek_Tounes_et_lappel_des_tunisiens_à_létranger","Liste de l'appel des tunisiens à l'étranger","France 2","Hommes","45","Avocat","78"
"elus/Walid_Jalled.html","Walid Jalled","/2014/uploads/images/Walid_Jalled.thumb50.png","Bloc National","Bloc_National","Mouvement Nidaa Tounes","Nabeul 2","Hommes","40","Fonctionnaire dans le secteur privé","284"
"elus/Naoufel_Jammali.html","Naoufel Jammali","/2014/uploads/images/Naoufel_Jammali.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Sidi Bouzid","Hommes","41","Enseignant universitaire","238"
"elus/Houcine_Jaziri.html","Houcine Jaziri","/2014/uploads/images/Houcine_Jaziri.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","France 1","Hommes","49","Chef d'entreprise","31"
"elus/Mohamed_Ennaceur_Jbira.html","Mohamed Ennaceur Jbira","/2014/uploads/images/jbira mohamed ennaceur.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Kairouan","Hommes","47","Avocat","250"
"elus/Ibtissem_Jebabli.html","Ibtissem Jebabli","/2014/uploads/images/Ibtissem_Jebabli.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Tunis 1","Femmes","37","Avocat","10"
"elus/Basma_Jebali.html","Basma Jebali","/2014/uploads/images/Basma_Jebali.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Medenine","Femmes","41","Non catégorisé","96"
"elus/Taoufik_Jemli.html","Taoufik Jemli","/2014/uploads/images/jemli taoufik.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Ben Arous","Hommes","47","Instituteur enseignement de base","43"
"elus/Neji_Jmal.html","Neji Jmal","/2014/uploads/images/Neji_Jmal.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","France 2","Hommes","51","Fonctionnaire dans le secteur privé","237"
"elus/Jamila_Jouini.html","Jamila Jouini","/2014/uploads/images/Jamila_Jouini.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Tataouine","Femmes","49","Enseignant du secondaire","97"
"elus/Olfa_Jouini.html","Olfa Jouini","/2014/uploads/images/olfa jouini.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Tunis 1","Femmes","0","","76"
"elus/Youssef_Jouini.html","Youssef Jouini","/2014/uploads/images/jouini youssef.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Union Patriotique Libre","Ariana","Hommes","54","Fonctionnaire publique","260"
"elus/Mohamed_Amine_Kahloul.html","Mohamed Amine Kahloul","/2014/uploads/images/kahloul mohamed amine.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Gabès","Hommes","64","Retraité","160"
"elus/Mahmoud_Kahri.html","Mahmoud Kahri","/2014/uploads/images/kahri mahmoud.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Kasserine","Hommes","53","Fonctionnaire publique","210"
"elus/Abada_Kefi.html","Abada Kefi","/2014/uploads/images/Abada_Kefi.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","Le Kef","Hommes","67","Avocat","154"
"elus/Safia_Khalfi.html","Safia Khalfi","/2014/uploads/images/Safia_Khalfi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Kasserine","Femmes","50","Enseignant du secondaire","177"
"elus/Hmed_Khaskhoussi.html","Hmed Khaskhoussi","/2014/uploads/images/Hmed_Khaskhoussi.thumb50.png","Aucun bloc","Aucun_bloc","Mouvement des Démocrates Socialistes","Sidi Bouzid","Hommes","69","Enseignant universitaire","120"
"elus/Habib_Khedher.html","Habib Khedher","/2014/uploads/images/Habib_Khedher.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Gabès","Hommes","46","Avocat","30"
"elus/Faycel_Khelifa.html","Faycel Khelifa","/2014/uploads/images/Faycel_Khelifa.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Sousse","Hommes","49","Cadre supérieur dans la fonction publique","193"
"elus/Bechir_Khelifi.html","Bechir Khelifi","/2014/uploads/images/Bechir_Khelifi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Tataouine","Hommes","42","Avocat","8"
"elus/Imed_Khemiri.html","Imed Khemiri","/2014/uploads/images/Imed_Khemiri.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","La Manouba","Hommes","52","Cadre supérieur dans le secteur privé","181"
"elus/Mohamed_Ramzi_Khmiss.html","Mohamed Ramzi Khmiss","/2014/uploads/images/Mohamed Ramzi_Khmiss.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Zaghouan","Hommes","48","Fonctionnaire publique","242"
"elus/Abdelaziz_Kotti.html","Abdelaziz Kotti","/2014/uploads/images/Abdelaziz_Kotti.thumb50.png","Aucun bloc","Aucun_bloc","Mouvement Nidaa Tounes","Ariana","Hommes","47","Non catégorisé","148"
"elus/Soulef_Ksantini.html","Soulef Ksantini","/2014/uploads/images/Soulef_Ksantini.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Sfax 1","Femmes","48","Enseignant du secondaire","137"
"elus/Khemais_Ksila.html","Khemais Ksila","/2014/uploads/images/Khemais_Ksila.thumb50.png","Aucun bloc","Aucun_bloc","Mouvement Nidaa Tounes","Nabeul 2","Hommes","61","Fonctionnaire publique","105"
"elus/Ferida_Laabidi.html","Ferida Laabidi","/2014/uploads/images/Ferida_Laabidi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Kairouan","Femmes","49","Avocat","183"
"elus/Meherzia_Laabidi.html","Meherzia Laabidi","/2014/uploads/images/Meherzia_Laabidi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Nabeul 2","Femmes","53","Traductrice","224"
"elus/Heger_Laaroussi.html","Heger Laaroussi","/2014/uploads/images/Heger_Laaroussi.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","Sfax 2","Femmes","49","Avocat","13"
"elus/Salem_Labiadh.html","Salem Labiadh","/2014/uploads/images/Salem_Labiadh.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Mouvement du Peuple","Medenine","Hommes","53","Enseignant universitaire","267"
"elus/Mohamed_Lakhdhar_Lajili.html","Mohamed Lakhdhar Lajili","/2014/uploads/images/Mohamed Lakhdhar_Lajili.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Tozeur","Hommes","53","Enseignant du secondaire","225"
"elus/Zied_Lakhdhar.html","Zied Lakhdhar","/2014/uploads/images/Zied_Lakhdhar.thumb50.png","Front Populaire","Front_Populaire","Front Populaire","Ben Arous","Hommes","55","Enseignant du secondaire","42"
"elus/Ali_Laraiedh.html","Ali Laraiedh","/2014/uploads/images/Ali_Laraiedh.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Tunis 1","Hommes","62","Ingénieur ","180"
"elus/Ameur_Laraiedh.html","Ameur Laraiedh","/2014/uploads/images/Ameur_Laraiedh.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Medenine","Hommes","52","Enseignant universitaire","178"
"elus/Lajmi_Lourimi.html","Lajmi Lourimi","/2014/uploads/images/Lajmi_Lourimi.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Sousse","Hommes","55","Enseignant du secondaire","58"
"elus/Maher_Madhioub.html","Maher Madhioub","/2014/uploads/images/Maher_Madhioub.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Pays arabes et reste du monde","Hommes","53","Journaliste","188"
"elus/Zouhair_Maghzaoui.html","Zouhair Maghzaoui","/2014/uploads/images/Zouhair Maghzaoui.thumb50.png","Bloc Démocrate","Bloc_Démocrate","Mouvement du Peuple","Kebili","Hommes","52","Enseignant du secondaire","266"
"elus/Mohamed_Mahjoub.html","Mohamed Mahjoub","/2014/uploads/images/Mohamed_Mahjoub.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Ben Arous","Hommes","61","Médecin ","227"
"elus/Rim_Mahjoub.html","Rim Mahjoub","/2014/uploads/images/rym mahjoub.thumb50.png","Afek Tounes et l'appel des tunisiens à l'étranger","Afek_Tounes_et_lappel_des_tunisiens_à_létranger","Afek Tounes","Mahdia","Femmes","51","","17"
"elus/Wafa_Makhlouf.html","Wafa Makhlouf","/2014/uploads/images/Wafa_Makhlouf.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Ben Arous","Femmes","42","Chef d'entreprise","281"
"elus/Issam_Matoussi.html","Issam Matoussi","/2014/uploads/images/Issam_Matoussi.thumb50.png","Bloc Al Horra du Mouvement Machrouu Tounes","Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes","Mouvement Nidaa Tounes","Beja","Hommes","39","Enseignant universitaire","190"
"elus/Ahmed_Mechergui.html","Ahmed Mechergui","/2014/uploads/images/Ahmed_Mechergui.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Jendouba","Hommes","48","Enseignant du secondaire","91"
"elus/Taieb_Medni.html","Taieb Medni","/2014/uploads/images/Taieb_Medni.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Tataouine","Hommes","51","Avocat","66"
"elus/Abdellatif_Mekki.html","Abdellatif Mekki","/2014/uploads/images/Abdellatif_Mekki.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Le Kef","Hommes","55","Médecin ","179"
"elus/Sana_Mersni.html","Sana Mersni","/2014/uploads/images/Sana_Mersni.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Jendouba","Femmes","32","Avocat","140"
"elus/Lamia_Mlayah.html","Lamia Mlayah","/2014/uploads/images/Lamia_Mlayah.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Amérique et reste de l'Europe","Femmes","38","Chercheur universitaire","197"
"elus/Ikram_Moulahi.html","Ikram Moulahi","/2014/uploads/images/Ikram_Moulahi.thumb50.png","Mouvement Nidaa Tounes","Mouvement_Nidaa_Tounes","Mouvement Nidaa Tounes","Kasserine","Femmes","33","Etudiant","36"
"elus/Abdelfattah_Mourou.html","Abdelfattah Mourou","/2014/uploads/images/Abdelfattah_Mourou.thumb50.png","Mouvement Ennahdha","Mouvement_Ennahdha","Mouvement Ennahdha","Tunis 2","Hommes","69","Avocat","292"
"elus/Noureddine_Mrabti.html","Noureddine Mrabti","/2014/uploads/images/mrabti noureddine.thumb50.png","Union Patriotique Libre","Union_Patriotique_Libre","Union Patriotique Libre","Siliana","Hommes","43","Non catégorisé","211"
